Player,Nation,Pos,Age,Playing Time_MP,Playing Time.1_Starts,Playing Time.2_Min,Playing Time.3_90s,Performance_Gls,Performance.1_Ast,Performance.2_G+A,Performance.3_G-PK,Performance.4_PK,Performance.5_PKatt,Performance.6_CrdY,Performance.7_CrdR,Expected_xG,Expected.1_npxG,Expected.2_xAG,Expected.3_npxG+xAG,Progression_PrgC,Progression.1_PrgP,Progression.2_PrgR,Per 90 Minutes_Gls,Per 90 Minutes.1_Ast,Per 90 Minutes.2_G+A,Per 90 Minutes.3_G-PK,Per 90 Minutes.4_G+A-PK,Per 90 Minutes.5_xG,Per 90 Minutes.6_xAG,Per 90 Minutes.7_xG+xAG,Per 90 Minutes.8_npxG,Per 90 Minutes.9_npxG+xAG,MP,Playing Time_Starts,Playing Time.1_Min,Playing Time.2_90s
Alberto Cerri,it ITA,FW,22.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,3.1,7.0,10.0,45.0,0.12,0.0,0.12,0.12,0.12,0.27,0.14,0.41,0.27,0.41,17.0,8.0,765.0,8.5
Marco Sau,it ITA,"FW,MF",30.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,0.4,1.5,17.0,10.0,40.0,0.15,0.0,0.15,0.15,0.15,0.18,0.06,0.24,0.18,0.24,15.0,5.0,587.0,6.5
Fabrizio Cacciatore,it ITA,DF,31.0,,,,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.8,1.0,4.0,24.0,19.0,0.0,0.31,0.31,0.0,0.31,0.03,0.12,0.16,0.03,0.16,7.0,7.0,580.0,6.4
Alessandro Deiola,it ITA,MF,22.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.0,0.8,6.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.16,0.01,0.17,0.16,0.17,10.0,5.0,450.0,5.0
Daniele Dessena,it ITA,MF,31.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.5,7.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.13,0.12,0.13,12.0,4.0,442.0,4.9
Valter Birsa,si SVN,"MF,FW",31.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.2,14.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.12,0.19,0.31,0.12,0.31,13.0,4.0,368.0,4.1
Marco Andreolli,it ITA,DF,32.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,4.0,2.0,196.0,2.2
Marko Pajač,hr CRO,DF,25.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,4.0,1.0,177.0,2.0
Cyril Théréau,fr FRA,FW,35.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,5.0,1.0,131.0,1.5
Kiril Despodov,bg BUL,"FW,MF",21.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,105.0,1.2
Rafael,br BRA,GK,36.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,90.0,1.0
Riccardo Doratiotto,it ITA,FW,19.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,78.0,0.9
Francesco Verde,it ITA,FW,19.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.1
Simone Aresti,it ITA,GK,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Nunzio Lella,it ITA,MF,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Riccardo Daga,it ITA,GK,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Maxime Leverbe,fr FRA,DF,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Alessandro Marongiu,it ITA,MF,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Riccardo Ladinetti,it ITA,MF,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Christian Oliva,uy URU,MF,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Han Kwang-song,kp PRK,FW,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Stefano Sorrentino,it ITA,GK,39.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,2789.0,31.0
Mariusz Stępiński,pl POL,FW,23.0,,,,,6.0,2.0,8.0,6.0,0.0,0.0,5.0,0.0,7.8,7.8,1.6,9.4,23.0,39.0,178.0,0.2,0.07,0.27,0.2,0.27,0.28,0.06,0.34,0.28,0.34,37.0,29.0,2656.0,29.5
Mattia Bani,it ITA,DF,24.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,0.8,1.8,4.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,31.0,29.0,2626.0,29.2
Fabio Depaoli,it ITA,DF,21.0,,,,,0.0,4.0,4.0,0.0,0.0,0.0,12.0,2.0,1.5,1.5,3.7,5.3,63.0,97.0,110.0,0.0,0.14,0.14,0.0,0.14,0.06,0.14,0.19,0.06,0.19,34.0,27.0,2504.0,27.8
Federico Barba,it ITA,DF,24.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.8,0.8,1.6,2.5,30.0,106.0,34.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,30.0,29.0,2483.0,27.6
Përparim Hetemaj,fi FIN,MF,31.0,,,,,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,0.5,0.5,1.1,1.6,40.0,93.0,73.0,0.08,0.0,0.08,0.08,0.08,0.02,0.05,0.07,0.02,0.07,31.0,26.0,2246.0,25.0
Emanuele Giaccherini,it ITA,"MF,FW",33.0,,,,,3.0,2.0,5.0,2.0,1.0,2.0,8.0,0.0,3.0,1.4,3.6,5.0,76.0,106.0,193.0,0.12,0.08,0.21,0.08,0.16,0.14,0.16,0.3,0.06,0.22,28.0,24.0,2186.0,24.3
Nicola Rigoni,it ITA,MF,27.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,1.6,1.6,0.3,1.9,10.0,106.0,18.0,0.04,0.04,0.09,0.04,0.09,0.07,0.01,0.09,0.07,0.09,26.0,25.0,2095.0,23.3
Luca Rossettini,it ITA,DF,33.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.3,0.8,3.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,23.0,22.0,2003.0,22.3
Ivan Radovanović,rs SRB,MF,29.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.5,1.2,11.0,110.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,20.0,20.0,1796.0,20.0
Mehdi Léris,dz ALG,"MF,DF",20.0,,,,,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,0.9,2.6,32.0,66.0,84.0,0.05,0.11,0.16,0.05,0.16,0.1,0.05,0.15,0.1,0.15,24.0,19.0,1697.0,18.9
Riccardo Meggiorini,it ITA,FW,32.0,,,,,3.0,1.0,4.0,2.0,1.0,1.0,6.0,0.0,3.3,2.5,1.5,4.0,24.0,30.0,105.0,0.17,0.06,0.23,0.12,0.17,0.19,0.08,0.28,0.15,0.23,25.0,18.0,1551.0,17.2
Paweł Jaroszyński,pl POL,DF,23.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.6,1.8,34.0,60.0,39.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12,20.0,16.0,1422.0,15.8
Boštjan Cesar,si SVN,DF,36.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.0,0.5,0.0,17.0,0.0,0.08,0.0,0.08,0.08,0.08,0.04,0.0,0.04,0.04,0.04,15.0,12.0,1169.0,13.0
Valter Birsa,si SVN,"MF,FW",31.0,,,,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.7,0.9,2.2,3.1,40.0,78.0,72.0,0.15,0.15,0.31,0.08,0.23,0.14,0.18,0.32,0.08,0.26,18.0,13.0,1168.0,13.0
Sergio Pellissier,it ITA,FW,39.0,,,,,4.0,1.0,5.0,3.0,1.0,2.0,1.0,0.0,5.5,3.9,2.0,5.9,12.0,13.0,90.0,0.38,0.09,0.47,0.28,0.38,0.52,0.19,0.7,0.37,0.55,19.0,12.0,953.0,10.6
Sofian Kiyine,ma MAR,"MF,DF",20.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.8,0.8,0.9,1.7,35.0,40.0,42.0,0.0,0.1,0.1,0.0,0.1,0.09,0.09,0.19,0.09,0.19,25.0,10.0,929.0,10.3
Assane Dioussé,sn SEN,MF,20.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.2,0.4,6.0,45.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,14.0,9.0,892.0,9.9
Nenad Tomović,rs SRB,DF,30.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.4,7.0,25.0,8.0,0.11,0.0,0.11,0.11,0.11,0.04,0.01,0.05,0.04,0.05,11.0,10.0,829.0,9.2
Filip Đorđević,rs SRB,FW,30.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.6,3.6,6.0,7.0,41.0,0.13,0.13,0.26,0.13,0.26,0.42,0.09,0.51,0.42,0.51,14.0,7.0,705.0,7.8
Fabrizio Cacciatore,it ITA,DF,31.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.7,8.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,9.0,7.0,677.0,7.5
Joel Obi,ng NGA,MF,27.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.1,10.0,19.0,18.0,0.14,0.0,0.14,0.14,0.14,0.14,0.14,0.29,0.14,0.29,11.0,9.0,659.0,7.3
Emanuel Vignato,it ITA,"MF,FW",17.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,12.0,24.0,32.0,0.14,0.14,0.27,0.14,0.27,0.07,0.07,0.13,0.07,0.13,10.0,8.0,655.0,7.3
Marco Andreolli,it ITA,DF,32.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,8.0,7.0,646.0,7.2
Adrian Šemper,hr CRO,GK,20.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,630.0,7.0
Manuel Pucciarelli,it ITA,FW,27.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,10.0,3.0,302.0,3.4
Nicolas Frey,fr FRA,DF,34.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,5.0,3.0,227.0,2.5
Andrea Seculin,it ITA,GK,28.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,181.0,2.0
Sergej Grubac,me MNE,FW,18.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,4.0,2.0,176.0,2.0
Ezequiel Schelotto,it ITA,DF,29.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,4.0,2.0,143.0,1.6
Mauro Antonio Burruchaga,ar ARG,MF,20.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,2.0,0.0,94.0,1.0
Angelo Ndrecka,al ALB,DF,16.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,1.0,1.0,90.0,1.0
Lucas Piazon,br BRA,"MF,FW",24.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.17,0.16,0.17,4.0,0.0,84.0,0.9
Strahinja Tanasijević,rs SRB,"DF,MF",21.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,2.0,1.0,71.0,0.8
Ibrahim Karamoko,fr FRA,MF,17.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.17,0.13,0.17,2.0,0.0,65.0,0.7
Musa Juwara,gm GAM,FW,16.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.1
Elia Caprile,it ITA,GK,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Michele Bragantini,it ITA,GK,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Luca Garritano,it ITA,"FW,MF",24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Massimo Bertagnoli,it ITA,MF,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Thaddee Kaleba,fr FRA,DF,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Martin Valjent,sk SVK,"DF,MF",22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Francesco Caputo,it ITA,FW,30.0,39.0,39.0,3510.0,39.0,16.0,3.0,19.0,13.0,3.0,6.0,3.0,0.0,17.6,12.9,5.2,18.1,87.0,51.0,358.0,0.41,0.08,0.49,0.33,0.41,0.46,0.14,0.6,0.34,0.48,,,,
Giovanni Di Lorenzo,it ITA,"DF,FW",24.0,38.0,38.0,3420.0,38.0,5.0,3.0,8.0,5.0,0.0,0.0,8.0,0.0,3.6,3.3,5.3,8.6,83.0,241.0,219.0,0.13,0.08,0.21,0.13,0.21,0.1,0.14,0.24,0.09,0.23,,,,
Matías Silvestre,ar ARG,DF,33.0,35.0,35.0,3150.0,35.0,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.5,1.5,0.3,1.9,4.0,68.0,2.0,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,,,,
Ismaël Bennacer,dz ALG,MF,20.0,38.0,33.0,3019.0,33.5,0.0,5.0,5.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,3.1,3.8,49.0,199.0,57.0,0.0,0.15,0.15,0.0,0.15,0.02,0.1,0.11,0.02,0.11,,,,
Rade Krunić,ba BIH,MF,24.0,34.0,34.0,2846.0,31.6,5.0,7.0,12.0,5.0,0.0,0.0,7.0,1.0,5.1,5.1,6.2,11.3,130.0,180.0,191.0,0.16,0.22,0.38,0.16,0.38,0.17,0.2,0.37,0.17,0.37,,,,
Freddie Veseli,al ALB,DF,25.0,31.0,28.0,2539.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.4,0.8,48.0,86.0,33.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,,,,
Hamed Junior Traorè,ci CIV,MF,18.0,33.0,26.0,2291.0,25.5,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,2.9,2.9,2.9,5.9,87.0,136.0,93.0,0.08,0.08,0.16,0.08,0.16,0.12,0.12,0.23,0.12,0.23,,,,
Domenico Maietta,it ITA,DF,35.0,22.0,22.0,1804.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.2,0.5,18.0,77.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,,,,
Afriyie Acquah,gh GHA,MF,26.0,28.0,19.0,1510.0,16.8,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.4,1.4,0.8,2.2,58.0,91.0,76.0,0.12,0.0,0.12,0.12,0.12,0.09,0.05,0.13,0.09,0.13,,,,
Ivan Provedel,it ITA,GK,24.0,16.0,16.0,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,,,,
Manuel Pasqual,it ITA,DF,36.0,23.0,14.0,1432.0,15.9,1.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,1.1,0.3,2.5,2.8,26.0,91.0,78.0,0.06,0.13,0.19,0.0,0.13,0.07,0.17,0.24,0.02,0.19,,,,
Bartłomiej Drągowski,pl POL,GK,20.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Miha Zajc,si SVN,"MF,FW",24.0,21.0,13.0,1256.0,14.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,1.0,4.5,4.5,3.0,7.5,43.0,56.0,95.0,0.21,0.14,0.36,0.21,0.36,0.35,0.23,0.58,0.35,0.58,,,,
Diego Farias,br BRA,FW,28.0,16.0,16.0,1193.0,13.3,4.0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,4.9,4.9,3.2,8.1,50.0,37.0,107.0,0.3,0.3,0.6,0.3,0.6,0.37,0.24,0.61,0.37,0.61,,,,
Antonino La Gumina,it ITA,"FW,MF",22.0,23.0,13.0,1180.0,13.1,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,4.3,4.3,0.7,5.0,13.0,5.0,70.0,0.15,0.15,0.31,0.15,0.31,0.35,0.06,0.41,0.35,0.41,,,,
Jacob Rasmussen,dk DEN,"DF,MF",21.0,15.0,11.0,1074.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.2,0.4,9.0,43.0,5.0,0.0,0.08,0.08,0.0,0.08,0.02,0.02,0.03,0.02,0.03,,,,
Cristian Dell'Orco,it ITA,DF,24.0,12.0,12.0,1035.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.5,1.3,10.0,39.0,7.0,0.09,0.0,0.09,0.09,0.09,0.07,0.04,0.11,0.07,0.11,,,,
Pietro Terracciano,it ITA,GK,28.0,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Leonardo Capezzi,it ITA,MF,23.0,13.0,9.0,804.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.1,0.5,13.0,51.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,,,,
Luca Antonelli,it ITA,DF,31.0,13.0,10.0,755.0,8.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.7,1.0,26.0,39.0,28.0,0.0,0.12,0.12,0.0,0.12,0.04,0.08,0.12,0.04,0.12,,,,
Marko Pajač,hr CRO,"FW,DF",25.0,10.0,9.0,738.0,8.2,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,0.4,0.4,1.3,1.7,26.0,17.0,46.0,0.24,0.24,0.49,0.24,0.49,0.04,0.16,0.21,0.04,0.21,,,,
Dimitris Nikolaou,gr GRE,DF,19.0,4.0,4.0,348.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Salih Uçan,tr TUR,MF,24.0,14.0,1.0,259.0,2.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.8,2.1,11.0,21.0,27.0,0.35,0.35,0.69,0.35,0.69,0.45,0.29,0.73,0.45,0.73,,,,
Matteo Brighi,it ITA,MF,37.0,10.0,1.0,231.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.1,0.8,0.0,13.0,4.0,0.39,0.0,0.39,0.39,0.39,0.28,0.04,0.32,0.28,0.32,,,,
Levan Mchedlidze,ge GEO,FW,28.0,12.0,0.0,224.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,4.0,4.0,23.0,0.0,0.4,0.4,0.0,0.4,0.08,0.05,0.14,0.08,0.14,,,,
Samuel Mráz,sk SVK,FW,21.0,6.0,2.0,170.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.0,2.0,0.0,10.0,0.53,0.0,0.53,0.53,0.53,0.4,0.15,0.55,0.4,0.55,,,,
Dimitri Oberlin,ch SUI,FW,20.0,5.0,0.0,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,,,,
Joel Untersee,ch SUI,DF,24.0,3.0,1.0,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Alejandro Rodríguez,es ESP,MF,27.0,1.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,,,,
Filippo Perucchini,it ITA,GK,26.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
Arnel Jakupović,at AUT,FW,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michał Marcjanik,pl POL,DF,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Diks,nl NED,DF,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Pejovic,rs SRB,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo Lollo,it ITA,MF,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Curto,it ITA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuele Ricci,it ITA,MF,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Belardinelli,it ITA,MF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niccolò Ricchi,it ITA,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Bubacar Baldé,it ITA,FW,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gianluca Saro,it ITA,GK,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Fulignati,it ITA,"FW,GK",23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristiano Biraghi,it ITA,DF,25.0,,,,,1.0,5.0,6.0,1.0,0.0,0.0,9.0,0.0,1.4,1.4,6.1,7.5,76.0,119.0,177.0,0.03,0.13,0.15,0.03,0.15,0.04,0.17,0.21,0.04,0.21,40.0,40.0,3554.0,39.5
Federico Chiesa,it ITA,FW,20.0,,,,,12.0,5.0,17.0,12.0,0.0,0.0,4.0,0.0,8.8,8.8,5.6,14.4,158.0,106.0,357.0,0.32,0.13,0.45,0.32,0.45,0.26,0.17,0.43,0.26,0.43,41.0,38.0,3380.0,37.6
Alban Lafont,fr FRA,GK,19.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,38.0,38.0,3375.0,37.5
Nikola Milenković,rs SRB,DF,20.0,,,,,3.0,0.0,3.0,3.0,0.0,0.0,9.0,1.0,2.7,2.7,0.2,2.9,38.0,159.0,27.0,0.08,0.0,0.08,0.08,0.08,0.08,0.01,0.09,0.08,0.09,38.0,38.0,3368.0,37.4
Jordan Veretout,fr FRA,MF,25.0,,,,,5.0,4.0,9.0,0.0,5.0,6.0,13.0,1.0,5.9,1.2,6.1,7.3,69.0,293.0,60.0,0.14,0.11,0.25,0.0,0.11,0.18,0.19,0.37,0.04,0.22,37.0,37.0,3301.0,36.7
